name,address,city,state,zip,county,latitude,longitude
Valley College-Martinsburg,287 Aikens Ctr Edwin Miller Blvd,Martinsburg,WV,25404,Berkeley,39.486897,-77.959272
International Beauty School 4,201 West King Street,Martinsburg,WV,25401,Berkeley,39.456355,-77.965346
Huntington School of Beauty Culture-Main Campus,5636 Us Route 60 East,Huntington,WV,25705,Cabell,38.409675,-82.325011
Pipo Academy of Hair Design,3000 Pershing Dr,El Paso,TX,79903,El Paso,31.784465,-106.459721
Vista College,6101 Montana Ave,El Paso,TX,79925,El Paso,31.786918,-106.411961
Tri-State Cosmetology Institute 1,"6800 Gateway East Blvd., Bldg. 4",El Paso,TX,79915,El Paso,31.776278,-106.389466
Kaplan College-El Paso,8360 Burnham Rd Ste 100,El Paso,TX,79907,El Paso,31.737748,-106.327868
Franklin College,5700 Cromo,El Paso,TX,79912,El Paso,31.81416,-106.538152
Tarleton State University,1333 W. Washington,Stephenville,TX,76401,Erath,32.215665,-98.22008
College of the Mainland,1200 Amburn Road,Texas City,TX,77591,Galveston,29.39581,-94.999602
Kilgore College,1100 Broadway,Kilgore,TX,75662,Gregg,32.37824,-94.870008
LeTourneau University,2100 S Mobberly Ave,Longview,TX,75607,Gregg,32.467658,-94.72726
Austin College,900 N Grand Ave,Sherman,TX,75090,Grayson,33.646307,-96.598772
Texas Lutheran University,1000 W. Court St,Seguin,TX,78155,Guadalupe,29.573237,-97.984619
University of Houston-Clear Lake,2700 Bay Area Blvd,Houston,TX,77058,Harris,29.582523,-95.098129
Commonwealth Institute of Funeral Service,415 Barren Springs Dr,Houston,TX,77090,Harris,29.98955,-95.43016
Universal Technical Institute of Texas Inc,721 Lockhaven Dr,Houston,TX,77073,Harris,29.990492,-95.41212
Ocean Corporation,10840 Rockley Rd,Houston,TX,77099,Harris,29.665485,-95.570272
College of Biblical Studies-Houston,7000 Regency Square Blvd.,Houston,TX,77036,Harris,29.716681,-95.506566
Professional Careers Institute,6666 Harwin Ste 160,Houston,TX,77036,Harris,29.720192,-95.499334
Interactive Learning Systems-Houston,6200 Hillcroft Ave Ste 200,Houston,TX,77081,Harris,29.713706,-95.496437
The Art Institute of Houston,"River Oaks Plaza, 4140 Southwest Freeway",Houston,TX,77027,Harris,29.730244,-95.44578
Vet Tech Institute of Houston,4669 Southwest Fwy Ste 100,Houston,TX,77027,Harris,29.728667,-95.454505
Astrodome Career Centers,2656 S Loop W Ste 380,Houston,TX,77054,Harris,29.679443,-95.420772
The University of Texas at Tyler,3900 University Blvd,Tyler,TX,75799,Smith,32.314858,-95.249241
ATI Career Training Center-North Richland Hills,"6351 Boulevard 26, Suite 100",North Richland Hills,TX,76180,Tarrant,32.811526,-97.246281
Tarrant County College District,1500 Houston St,Fort Worth,TX,76102,Tarrant,32.747501,-97.327948
The College of Saints John Fisher & Thomas More,3020 Lubbock,Fort Worth,TX,76109,Tarrant,32.707021,-97.356781
Iverson Business School and Court Reporting,"1600 East Pioneer Pkwy, Suite 200",Arlington,TX,76010,Tarrant,32.760911,-97.106226
Arlington Medical Institute,"1001 N.E. Green Oaks Blvd., Suite 190",Arlington,TX,76006,Tarrant,32.785356,-97.09364
Remington College-Fort Worth Campus,300 E. Loop 820,Fort Worth,TX,76112,Tarrant,32.775981,-97.213562
Hardin-Simmons University,2200 Hickory,Abilene,TX,79698,Taylor,32.476786,-99.733815
McMurry University,S 14th and Sayles Blvd,Abilene,TX,79697,Taylor,32.430415,-99.751904
American Commercial College-Abilene,402 Butternut St,Abilene,TX,79602,Taylor,32.445147,-99.73803
Abilene Christian University,1600 Campus Court,Abilene,TX,79699,Taylor,32.468943,-99.709797
American Commercial College-San Angelo,3177 Executive Dr,San Angelo,TX,76904,Tom Green,31.422569,-100.462728
Angelo State University,2601 W. Avenue N,San Angelo,TX,76909,Tom Green,31.441098,-100.46641
Austin Presbyterian Theological Seminary,100 E 27th St,Austin,TX,78705,Travis,30.292635,-97.737752
Paul Mitchell The school-Austin,15635 Vision Dr Ste 107,Pflugerville,TX,78660,Travis,30.450818,-97.661199
Southwest Texas Junior College,2401 Garner Field Rd,Uvalde,TX,78801,Uvalde,29.219676,-99.741245
University of Houston-Victoria,3007 N. Ben Wilson,Victoria,TX,77901,Victoria,28.816438,-96.978193
Texas Vocational Schools Inc,1921 E Red River,Victoria,TX,77901,Victoria,28.813405,-96.984491
Victoria College,2200 E Red River,Victoria,TX,77901,Victoria,28.816451,-96.979234
Sam Houston State University,1806 Ave J,Huntsville,TX,77340,Walker,30.713553,-95.548627
Sebring Career Schools-Huntsville,"2505 Lake Road  ,  Suite 1",Huntsville,TX,77340,Walker,30.70258,-95.550133
Blinn College,902 College Ave,Brenham,TX,77833,Washington,30.159713,-96.409677
Laredo Beauty College Inc,3020 N Meadow Ave,Laredo,TX,78040,Webb,27.523796,-99.480809
Texas A & M International University,5201 University Blvd,Laredo,TX,78041,Webb,27.573504,-99.435225
Wharton County Junior College,911 Boling Hwy,Wharton,TX,77488,Wharton,29.324294,-96.085199
Midwestern State University,3410 Taft Blvd,Wichita Falls,TX,76308,Wichita,33.876943,-98.521204
Central Texas Beauty College-Round Rock,1400 N. Mays,Round Rock,TX,78664,Williamson,30.519173,-97.689509
Bridgerland Applied Technology College,1301 North 600 West,Logan,UT,84321,Cache,41.756188,-111.850619
Utah State University-College of Eastern Utah,NOT AVAILABLE,NOT AVAILABLE,UT,NOT AVAILABLE,Carbon,39.607902,-110.803937
Davis Applied Technology College,550 E 300 S,Kaysville,UT,84037,Davis,41.028956,-111.925227
Uintah Basin Applied Technology College,1100 E Lagoon St    124-5,Roosevelt,UT,84066,Duchesne,40.298521,-109.975691
Premier Hair Academy,NOT AVAILABLE,NOT AVAILABLE,UT,NOT AVAILABLE,Salt Lake,40.670671,-111.985892
Echelon Edge Academy Of Hair Skin and Nails,11339 South 700 East,Sandy,UT,84070,Salt Lake,40.545325,-111.871802
Broadview University-West Jordan,1902 W 7800 S,West Jordan,UT,84088,Salt Lake,40.609997,-111.942363
ITT Technical Institute-Murray,920 W Levoy Dr,Murray,UT,84123,Salt Lake,40.674978,-111.917405
Latter-day Saints Business College,95 North 300 West,Salt Lake City,UT,84101,Salt Lake,40.77113,-111.9002
Utah College of Massage Therapy Inc-Salt Lake City,25 South  300 East,Salt Lake City,UT,84111,Salt Lake,40.768488,-111.882079
University of Utah,"201 Presidents Circle, ROOM 203",Salt Lake City,UT,84112,Salt Lake,40.762484,-111.846044
Sherman Kendalls Academy of Beauty Arts & Sciences,7353 S 900 E,Midvale,UT,84047,Salt Lake,40.618239,-111.865553
Myotherapy College of Utah,336 W Bugatti Drive,Salt Lake City,UT,84115,Salt Lake,40.721858,-111.900864
Snow College,150 E College Ave,Ephraim,UT,84627,Sanpete,39.361112,-111.581543
Marinello Schools of Beauty-Provo,2230 N University Pkwy,Provo,UT,84604,Utah,40.261295,-111.664497
Ogden-Weber Applied Technology College,200 N Washington Blvd,Ogden,UT,84404,Weber,41.263419,-111.96314
Eastern Shore Community College,29300 Lankford Hwy,Melfa,VA,23410,Accomack,37.64046,-75.750802
Piedmont Virginia Community College,501 College Drive,Charlottesville,VA,22902,Albemarle,38.006902,-78.48371
ACT College,NOT AVAILABLE,NOT AVAILABLE,VA,NOT AVAILABLE,Arlington,38.8947,-77.070063
Southside Virginia Community College,109 Campus Dr,Alberta,VA,23821,Brunswick,36.839073,-77.917964
Southern Virginia University,One University Hill Drive,Buena Vista,VA,24416,Buena Vista,37.740669,-79.350296
Virginia School of Massage,153 Zan Road,Charlottesville,VA,22901,Charlottesville,38.063966,-78.488237
Averett University,420 W Main St,Danville,VA,24541,Danville,36.577273,-79.413214
Danville Community College,1008 S Main St,Danville,VA,24541,Danville,36.565714,-79.40855
Danville Regional Medical Center School of Health Professions,142 S Main St,Danville,VA,24541,Danville,36.578155,-79.405414
Richard Bland College of the College of William and Mary,11301 Johnson Rd,Petersburg,VA,23805,Dinwiddie,37.156962,-77.399923
Lord Fairfax Community College,173 Skirmisher Lane,Middletown,VA,22645,Frederick,39.036001,-78.267325
Paul D Camp Community College,100 N College Dr,Franklin,VA,23851,Franklin,36.674535,-76.937572
Ferrum College,215 Ferrum Mountain Road,Ferrum,VA,24088,Franklin,36.926648,-80.020864
Neilson Beauty College,416 W Jefferson Blvd,Dallas,TX,75208,Dallas,32.742919,-96.829149
New York School for Medical and Dental Assistants,33-10 Queens Blvd,Long Island City,NY,11101,Queens,40.744291,-73.931391
Lone Star College System,5000 Research Forest Drive,The Woodlands,TX,77381,Montgomery,30.211216,-95.46772
University of North Texas,1501 W.Chestnut Ave.,Denton,TX,76203,Denton,33.210958,-97.151211
New York University,70 Washington Sq South,New York,NY,10012,New York,40.729452,-73.997264
Northeast Texas Community College,2886 FM 1735,Mount Pleasant,TX,75455,Titus,33.104937,-94.881862
Oblate School of Theology,285 Oblate Dr,San Antonio,TX,78216,Bexar,29.505488,-98.503348
Niagara University,Lewiston Road,Niagara University,NY,14109,Niagara,43.137279,-79.036689
Ogle School Hair Skin Nails-Arlington,"2200 West Park Row Drive, Suite 102",Arlington,TX,76013,Tarrant,32.720725,-97.140834
North Country Community College,23 Santanoni Avenue,Saranac Lake,NY,12983,Essex,44.318645,-74.119981
Ogle School Hair Skin Nails-Ft Worth,"6125 Southwest Loop 820, Suite 128",Fort Worth,TX,76132,Tarrant,32.673847,-97.380376
New York Institute of Technology,2 Northern Blvd,Old Westbury,NY,11568,Nassau,40.814402,-73.608885
Our Lady of the Lake University-San Antonio,411 SW 24th St,San Antonio,TX,78207,Bexar,29.425611,-98.54395
Prairie View A & M University,FM 1098 Road & University Drive,Prairie View,TX,77446,Waller,30.094591,-95.992066
Nyack College,1 South Blvd,Nyack,NY,10960,Rockland,41.08632,-73.930973
Ohr Hameir Theological Seminary,141 Furnace Woods Rd,Peekskill,NY,10566,Westchester,41.268725,-73.889793
Aviation Institute of Maintenance-Houston,7651 Airport Blvd.,Houston,TX,77061,Harris,29.65852,-95.28262
Otsego Area BOCES-School of Practical Nursing,50 Dietz Street - Suite O,Oneonta,NY,13820,Otsego,42.45664,-75.062648
Richland College,12800 Abrams Rd.,Dallas,TX,75243,Dallas,32.922141,-96.730505
Pace University-New York,1 Pace Plaza,New York,NY,10038,New York,40.71171,-74.004874
Kaplan Career Institute-McAllen,1500 S. Jackson,McAllen,TX,78503,Hidalgo,26.186109,-98.207067
Paul Smiths College of Arts and Science,State Routes 30 and 86,Paul Smiths,NY,12970,Franklin,44.437366,-74.253006
San Antonio College,1300 San Pedro Ave,San Antonio,TX,78212,Bexar,29.448012,-98.48781
Continental School of Beauty Culture-West Seneca,1050 Union Rd,West Seneca,NY,14224,Erie,42.828946,-78.754766
San Jacinto Community College,8060 Spencer Hwy,Pasadena,TX,77501,Harris,29.660335,-95.115941
Seguin Beauty School-Seguin,102 E Court St,Seguin,TX,78155,Guadalupe,29.569092,-97.964447
Plaza College,74-09 37th Ave,Jackson Heights,NY,11372,Queens,40.74926,-73.891378
St. Mary's University,One Camino Santa Maria,San Antonio,TX,78228,Bexar,29.453135,-98.56129
Polytechnic Institute of New York University,Six Metrotech Ctr,Brooklyn,NY,11201,Kings,40.694371,-73.986774
South Texas Vo-Tech Institute,2419 E Haggar Ave,Weslaco,TX,78596,Hidalgo,26.17325,-97.967153
Davis College,400 Riverside Drive,Johnson City,NY,13790,Broome,42.101092,-75.962421
South Texas Vocational Technical Institute-McAllen,2400 Daffodil Ave.,McAllen,TX,78501,Hidalgo,26.233652,-98.241774
Rabbinical College Bobover Yeshiva Bnei Zion,1577 48th St,Brooklyn,NY,11219,Kings,40.632515,-73.986126
Southwest School of Business and Technical Careers-San Antonio,602 W. Southcross,San Antonio,TX,78221,Bexar,29.36776,-98.517333
Southwest Institute of Technology,5424 Hwy 290 W Ste 200,Austin,TX,78735,Travis,30.237528,-97.839225
Rabbinical Seminary of America,76-01 147th St,Flushing,NY,11367,Queens,40.723083,-73.817159
Roberts Wesleyan College,2301 Westside Dr,Rochester,NY,14624,Monroe,43.125755,-77.798498
The University of Texas Health Science Center at San Antonio,7703 Floyd Curl Dr,San Antonio,TX,78229,Bexar,29.504716,-98.57606
Rochester Institute of Technology,1 Lomb Memorial Dr,Rochester,NY,14623,Monroe,43.084436,-77.673854
University of Rochester,Wilson Blvd. - Wallis Hall,Rochester,NY,14627,Monroe,43.126397,-77.631202
Empire Beauty School-Manhattan,22 W 34th St,New York,NY,10001,New York,40.748938,-73.986453
The Sage Colleges,65 1st Street,Troy,NY,12180,Rensselaer,42.728286,-73.692896
Tidewater Community College,121 College Place,Norfolk,VA,23510,Norfolk,36.85053,-76.290602
The University of Virginia's College at Wise,1 College Avenue,Wise,VA,24293,Wise,36.971468,-82.558728
St Bernard's School of Theology and Ministry,120 French Road,Rochester,NY,14618,Monroe,43.102185,-77.526326
Texas State Technical College-System,3801 Campus Dr,Waco,TX,76705,McLennan,31.637398,-97.083512
Virginia Highlands Community College,100 VHCC Drive,Abingdon,VA,24212,Washington,36.699275,-82.001304
Texas A & M University-Galveston,200 Seawolf Parkway,Galveston,TX,77554,Galveston,29.315257,-94.818532
St. Bonaventure University,3261 W. State Road,Saint Bonaventure,NY,14778,Cattaraugus,42.080162,-78.482995
Texas A & M University-College Station,805 Rudder Tower,College Station,TX,77843,Brazos,30.610775,-96.349232
Virginia Polytechnic Institute and State University,222 Burruss Hall,Blacksburg,VA,24061,Montgomery,37.229906,-80.419988
University of Virginia-Main Campus,1827 University Avenue,Charlottesville,VA,22903,Albemarle,38.033977,-78.511845
The Texas A&M University System Office,200 Technology Way,College Station,TX,77845,Brazos,30.5517,-96.243595
The University of Texas at Arlington,701 S. Nedderman Dr.,Arlington,TX,76013,Tarrant,32.729194,-97.115173
Virginia Military Institute,VMI Parade,Lexington,VA,24450,Lexington,37.790757,-79.435249
St Joseph's College of Nursing at St Joseph's Hospital Health Center,206 Prospect Ave,Syracuse,NY,13203,Onondaga,43.055355,-76.148355
The University of Texas at Austin,2400 Inner Campus Drive,Austin,TX,78712,Travis,30.283809,-97.736463
Virginia State University,1 Hayden Drive,Petersburg,VA,23806,Chesterfield,37.236453,-77.419886
Texas Christian University,2800 S University Dr,Fort Worth,TX,76129,Tarrant,32.709568,-97.361537
Virginia Wesleyan College,1584 Wesleyan Dr,Norfolk,VA,23502,Virginia Beach,36.868417,-76.18606
Texas School of Business-North,711 Airtex Dr,Houston,TX,77073,Harris,29.98361,-95.4125
The College of Saint Rose,432 Western Ave,Albany,NY,12203,Albany,42.664074,-73.785615
Wards Corner Beauty Academy-Norfolk,7525 Tidewater Dr Ste 200,Norfolk,VA,23505,Norfolk,36.913305,-76.256317
Texas Southern University,3100 Cleburne St,Houston,TX,77004,Harris,29.722468,-95.361961
Washington and Lee University,204 West Washington Street,Lexington,VA,24450,Lexington,37.788974,-79.442869
Sarah Lawrence College,One Meadway,Bronxville,NY,10708,Westchester,40.934147,-73.84381
The University of Texas System Office,601 Colorado Street,Austin,TX,78701,Travis,30.268651,-97.743813
Sanford-Brown College-Tysons Corner,1761 Old Meadow Road,McLean,VA,22102,Fairfax,38.910071,-77.224259
Texas Woman's University,304 Administration Dr,Denton,TX,76201,Denton,33.227002,-97.129088
Woodrow Wilson Rehabilitation Center,64 James Anderson Road,Fishersville,VA,22939,Augusta,38.117932,-78.991262
The Art Institute of Seattle,2323 Elliott Ave,Seattle,WA,98121,King,47.61222,-122.348573
Schenectady County Community College,78 Washington Avenue,Schenectady,NY,12305,Schenectady,42.814412,-73.950008
The University of Texas Health Science Center at Houston,7000 Fannin,Houston,TX,77030,Harris,29.702873,-95.403183
Evergreen Beauty & Barber College-Bellevue,14045 NE 20th St,Bellevue,WA,98007,King,47.6275,-122.152451
Texas State Technical College-West Texas,300 Homer K. Taylor Drive,Sweetwater,TX,79556,Nolan,32.462704,-100.474926
Texas Tech University Health Sciences Center,3601 4th Street,Lubbock,TX,79430,Lubbock,33.589284,-101.891915
Bellevue College,3000 Landerholm Cir SE,Bellevue,WA,98007,King,47.584778,-122.149955
Sh'or Yoshuv Rabbinical College,1 Cedarlawn Avenue,Lawrence,NY,11559,Nassau,40.605336,-73.740366
Everest College-Bremerton,155 Washington Ave. Ste. 200,Bremerton,WA,98337,Kitsap,47.564057,-122.625659
University of Houston-System Administration,212 Ezekiel Cullen Building,Houston,TX,77204,Harris,29.720086,-95.345247
Everest College-Renton,"981 Powell Avenue, Sw, Suite 200",Renton,WA,98057,King,47.469576,-122.231548
Vernon College,4400 College Dr.,Vernon,TX,76384,Wilbarger,34.159389,-99.31906
Saint Josephs Seminary and College,201 Seminary Ave,Yonkers,NY,10704,Westchester,40.931032,-73.864194
Centralia College,600 Centralia College Blvd.,Centralia,WA,98531,Lewis,46.716302,-122.960746
Victoria Beauty College Inc,1508 N Laurent St,Victoria,TX,77901,Victoria,28.80744,-96.990829
City University of Seattle,"521 Wall Street, Suite 100",Seattle,WA,98121,King,47.6115,-122.182724
Wayland Baptist University,1900 W 7th St.,Plainview,TX,79072,Hale,34.18673,-101.725728
Cornish College of the Arts,1000 Lenora Street,Seattle,WA,98121,King,47.618048,-122.336192
AmeriTech College-Provo,2035 North 550 West,Provo,UT,84604,Utah,40.256795,-111.662395
Divers Institute of Technology,1341 N. Northlake Way Suite 150,Seattle,WA,98103,King,47.647391,-122.340879
Brigham Young University-Provo,Main Campus,Provo,UT,84602,Utah,40.250851,-111.649281
Cameo College of Essential Beauty,124 East 5770 South,Murray,UT,84107,Salt Lake,40.644877,-111.888447
Spanish-American Institute,"215 West 43 Street, Second Floor",New York,NY,10036,New York,40.757277,-73.987356
Eastern Washington University,526 5th Street,Cheney,WA,99004,Spokane,47.491293,-117.589371
Sherman Kendall's Academy-Sugarhouse,2230 S 700 E,Salt Lake City,UT,84106,Salt Lake,40.722523,-111.871625
Everett Community College,2000 Tower Street,Everett,WA,98201,Snohomish,48.006626,-122.204736
Dixie State University,225 S 700 E,Saint George,UT,84770,Washington,37.103875,-113.565894
Paroba College of Cosmetology,"607 SE Everett Mall, Suite 5",Everett,WA,98208,Snohomish,47.910187,-122.224634
The Evergreen State College,2700 Evergreen Pkwy NW,Olympia,WA,98505,Thurston,47.07382,-122.977492
Pierce College at Fort Steilacoom,9401 Farwest Dr SW,Lakewood,WA,98498,Pierce,47.172082,-122.570935
Faxton-St Luke's Healthcare School of Radiologic Technology,Champlin Rd,Utica,NY,13503,Oneida,43.096413,-75.275967
Glen Dow Academy of Hair Design,W 309 Riverside Ave,Spokane,WA,99201,Spokane,47.657793,-117.416516
Gonzaga University,E 502 Boone Ave,Spokane,WA,99258,Spokane,47.668144,-117.403062
Saint Elizabeth College of Nursing,2215 Genessee St,Utica,NY,13501,Oneida,43.08277,-75.267856
Toni & Guy Hairdressing Academy-Shoreline,18336 Aurora Ave. North Suite 103,Shoreline,WA,98133,King,47.690789,-122.355581
Interface College-Spokane,S 178 Stevens,Spokane,WA,99201,Spokane,47.66791,-117.417046
International Air and Hospitality Academy,2901 E Mill Plain Blvd,Vancouver,WA,98661,Clark,45.627871,-122.639759
Saint Elizabeth Medical Center School of Radiography,2209 Genesee Street,Utica,NY,13501,Oneida,43.082041,-75.265888
ITT Technical Institute-Seattle,12720 Gateway Dr Ste 100,Seattle,WA,98168,King,47.49021,-122.273883
Saint John Fisher College,3690 East Ave,Rochester,NY,14618,Monroe,43.117464,-77.513638
ITT Technical Institute-Spokane Valley,13518 E Indiana Avenue,Spokane Valley,WA,99216,Spokane,47.675302,-117.222213
Gene Juarez Academy of Beauty,10715 8th Ave NE,Seattle,WA,98125,King,47.707381,-122.320728
St Paul's School of Nursing-Staten Island,"Corporate Commons Two, 2 Teleport Drive, Suite 203",Staten Island,NY,10311,Richmond,40.622635,-74.075356
Lake Washington Institute of Technology,11605 132nd Ave NE,Kirkland,WA,98034,King,47.705077,-122.167131
St James Mercy Hospital School of Radiologic Science,411 Canisteo Street,Hornell,NY,14843,Steuben,42.313847,-77.660564
Trinity Lutheran College,2802 Wetmore Ave.,Everett,WA,98201,Snohomish,47.980328,-122.207663
Guilford College,5800 W Friendly Avenue,Greensboro,NC,27410,Guilford,36.092563,-79.888848
SUNY-System Office,353 Broadway,Albany,NY,12246,Albany,42.647976,-73.749737
Cascade Beauty College,435 E Main St,Auburn,WA,98002,King,47.308073,-122.223312
Halifax Community College,100 College Drive,Weldon,NC,27890,Halifax,36.427712,-77.617681
New York Career Institute,11 Park Place 4th Floor,New York,NY,10007,New York,40.713178,-74.008316
Heritage Bible College,1747 Bud Hawkins Road,Dunn,NC,28334,Harnett,35.268278,-78.612677
Branford Hall Career Institute-Bohemia Campus,565 Johnson Avenue,Bohemia,NY,11716,Suffolk,40.777825,-73.093869
BJ's Beauty & Barber College,5239 S Tacoma Way,Tacoma,WA,98409,Pierce,47.208344,-122.483443
Isothermal Community College,286 ICC Loop Road,Spindale,NC,28160,Rutherford,35.336728,-81.911857
SUNY College of Technology at Alfred,10 Upper College Drive,Alfred,NY,14802,Allegany,42.254693,-77.799168
James Sprunt Community College,133 James Sprunt Drive,Kenansville,NC,28349,Duplin,34.946802,-77.977639
SUNY College of Technology at Canton,34 Cornell Drive,Canton,NY,13617,St. Lawrence,44.605994,-75.184777
Lenoir Community College,231 Highway 58 South,Kinston,NC,28502,Lenoir,35.234405,-77.571532
Northwest Hair Academy,615 S First St,Mount Vernon,WA,98273,Skagit,48.418546,-122.338548
SUNY College of Agriculture and Technology at Cobleskill,Rt 7,Cobleskill,NY,12043,Schoharie,42.674335,-74.497352
Leons Beauty School Inc,1305 COLISEUM BLVD.,Greensboro,NC,27403,Guilford,36.057646,-79.8228
Farmingdale State College,2350 Broadhollow Road,Farmingdale,NY,11735,Suffolk,40.75408,-73.426371
Seattle Community College-North Campus,9600 College Way North,Seattle,WA,98103,King,47.699879,-122.333425
Louisburg College,501 N. Main St.,Louisburg,NC,27549,Franklin,36.105393,-78.299709
Morrisville State College,"Whipple Administration Building, Route 20",Morrisville,NY,13408,Madison,42.891395,-75.643208
Mayland Community College,200 Mayland Drive,Spruce Pine,NC,28777,Avery,35.934475,-82.016988
Mercy School of Nursing,701 B Forest Point Circle,Charlotte,NC,28273,Mecklenburg,35.210241,-80.821052
Pacific Lutheran University,1010 122nd St So,Tacoma,WA,98447,Pierce,47.145494,-122.445372
Methodist University,5400 Ramsey St,Fayetteville,NC,28311,Cumberland,35.13419,-78.873882
University of Puget Sound,1500 N. Warner Street,Tacoma,WA,98416,Pierce,47.263594,-122.481199
Mitchell Community College,500 W Broad Street,Statesville,NC,28677,Iredell,35.782814,-80.894083
Renton Technical College,3000 NE Fourth St,Renton,WA,98056,King,47.489082,-122.178278
Mitchells Hairstyling Academy-Greenville,426 Arlington Blvd,Greenville,NC,27858,Pitt,35.583166,-77.370622
Seattle Community College-South Campus,6000 16th Ave SW,Seattle,WA,98106,King,47.5475,-122.352672
Regina's College of Beauty-Monroe,1201 Stafford st Ste B2,Monroe,NC,28110,Union,34.991683,-80.543805
Montgomery Community College,1011 Page St,Troy,NC,27371,Montgomery,35.367107,-79.870005
Mount Olive College,634 Henderson St,Mount Olive,NC,28365,Wayne,35.206314,-78.071265
College of Wilmington,3500 Oleander Drive Suite 1111,Wilmington,NC,28403,New Hanover,34.241124,-77.892452
North Carolina A & T State University,1601 E Market  St,Greensboro,NC,27411,Guilford,36.076737,-79.770152
University of North Carolina at Greensboro,1400 Spring Garden St,Greensboro,NC,27402,Guilford,36.067503,-79.809844
University of North Carolina System Office,910 Raleigh Rd,Chapel Hill,NC,27515,Orange,35.909446,-79.030578
University of North Carolina Wilmington,601 South College Road,Wilmington,NC,28403,New Hanover,34.225223,-77.875527
University of North Carolina at Pembroke,One University Drive,Pembroke,NC,28372,Robeson,34.687231,-79.201895
Pfeiffer University,48380 US Hwy 52N,Misenheimer,NC,28109,Stanly,35.484696,-80.283168
Piedmont International University,420 S. Broad St.,Winston Salem,NC,27101,Forsyth,36.088839,-80.249121
Williamsburg Technical College,601 Martin Luther King Jr Ave,Kingstree,SC,29556,Williamsburg,33.657085,-79.817984
Pitt Community College,1986 Pitt Tech Road,Winterville,NC,28590,Pitt,35.550591,-77.407203
Queens University of Charlotte,1900 Selwyn Ave,Charlotte,NC,28274,Mecklenburg,35.188929,-80.832227
Winthrop University,701 Oakland Ave,Rock Hill,SC,29733,York,34.938394,-81.029884
Richmond Community College,1042 W Hamlet Ave,Hamlet,NC,28345,Richmond,34.903182,-79.710164
Dakota Wesleyan University,1200 W University Ave,Mitchell,SD,57301,Davison,43.695995,-98.030566
Mid-Atlantic Christian University,715 N Poindexter St,Elizabeth City,NC,27909,Pasquotank,36.304673,-76.217139
Headlines Academy Inc,333 Omaha St. Suite 7,Rapid City,SD,57701,Pennington,44.081189,-103.225831
Roanoke-Chowan Community College,109 Community College Rd,Ahoskie,NC,27910,Hertford,36.324827,-77.023662
Rockingham Community College,Hwy 65w County Home Rd,Wentworth,NC,27375,Rockingham,36.388685,-79.75835
Avera McKennan Hospital School of Radiologic Technology,1325 South Cliff Avenue,Sioux Falls,SD,57117,Minnehaha,43.533972,-96.715584
Rowan-Cabarrus Community College,1333 Jake Alexander Blvd,Salisbury,NC,28146,Rowan,35.639388,-80.48181
Mount Marty College,1105 W. 8th Street,Yankton,SD,57078,Yankton,42.874475,-97.409904
Salem College,601 S Church St,Winston Salem,NC,27101,Forsyth,36.087516,-80.241186
Sampson Community College,Highway 24 West,Clinton,NC,28329,Sampson,34.99086,-78.361136
National American University-Rapid City,5301 South Highway 16,Rapid City,SD,57701,Pennington,44.077854,-103.22265
Sandhills Community College,3395 Airport Rd,Pinehurst,NC,28374,Moore,35.221145,-79.407791
National American University-Sioux Falls,5801 South Corporate Place,Sioux Falls,SD,57108,Minnehaha,43.519284,-96.762794
Paul Mitchell the School-Fayetteville,222 Tallywood Shopping Ctr,Fayetteville,NC,28303,Cumberland,35.047132,-78.931709
Sioux Falls Seminary,2100 S Summit Ave,Sioux Falls,SD,57105,Minnehaha,43.53236,-96.742135
Empire Beauty School-Matthews,11032 E Independance Blvd,Matthews,NC,28105,Mecklenburg,35.119797,-80.700592
Oglala Lakota College,490 Piya Wiconi Road,Kyle,SD,57752,Shannon,43.366813,-102.240331
Southwestern Community College,447 College Dr,Sylva,NC,28779,Jackson,35.348575,-83.207129
Avera Sacred Heart Hospital,501 Summit,Yankton,SD,57078,Yankton,42.872359,-97.407865
South Dakota State University,Administration Lane,Brookings,SD,57007,Brookings,44.31942,-96.783415
Surry Community College,630 S. Main St.,Dobson,NC,27017,Surry,36.384334,-80.716834
Sinte Gleska University,"E. Highway 18,  101 Antelope Lake Circle",Mission,SD,57555,Todd,43.298878,-100.622549
Alamance Community College,1247 Jimmie Kerr Road,Graham,NC,27253,Alamance,36.066683,-79.357657
Sanford Medical Center,1305 W. 18th Street,Sioux Falls,SD,57117,Minnehaha,43.536408,-96.743144
Tri-County Community College,21 Campus Circle,Murphy,NC,28906,Cherokee,35.067021,-83.966476
Gerbers Akron Beauty School,1915 West Market ST.   Suite 800,Akron,OH,44313,Summit,41.128074,-81.606348
Sisseton Wahpeton College,BIA Rd 700,Sisseton,SD,57262,Roberts,45.660884,-97.023498
Good Samaritan College of Nursing & Health Science,375 Dixmyth Ave,Cincinnati,OH,45220,Hamilton,39.140348,-84.521196
Wake Forest University,1834 Wake Forest Road,Winston Salem,NC,27106,Forsyth,36.135301,-80.279004
Stewart School,604 N. West Ave.,Sioux Falls,SD,57104,Minnehaha,43.555418,-96.746095
Great Oaks Institute of Technology and Career Development,3254 E Kemper Rd,Cincinnati,OH,45241,Hamilton,39.2901,-84.414792
Tennessee Technology Center at Athens,1635 Vo Tech Dr,Athens,TN,37371,McMinn,35.44348,-84.630394
