name,address,city,state,zip,county,latitude,longitude
Aurora St. Luke's Medical Center-School of Diagnostic Medical Sonography,180 W. Grange Ave.,Milwaukee,WI,53207,Milwaukee,42.947697,-87.912586
ITT Technical Institute-Harrisburg,"449 Eisenhower Blvd, Suite 100",Harrisburg,PA,17111,Dauphin,40.251462,-76.814893
Argosy University-Hawaii,"1001 Bishop Street, Suite 400",Honolulu,HI,96813,Honolulu,21.308026,-157.860916
Toni & Guy Hairdressing Academy-Atlanta,"1355 Roswell Rd, Suite 150",Marietta,GA,30062,Cobb,33.952158,-84.51407
Bellus Academy-Poway,13266 Poway Rd,Poway,CA,92064,San Diego,32.957184,-117.042531
Central Coast College,480 S Main Street,Salinas,CA,93901,Monterey,36.669595,-121.655643
Salon Academy,440 Marshall Street,Coldwater,MI,49036,Branch,41.954952,-84.999503
ITT Technical Institute-Tarentum,100 Pittsburgh Mills Circle,Tarentum,PA,15084,Allegheny,40.431723,-79.79215
Baptist Theological Seminary at Richmond,3400 Brook Road,Richmond,VA,23227,Richmond,37.579343,-77.451757
Kaplan College-Modesto,5172 Kiernan Court,Salida,CA,95368,Stanislaus,37.713665,-121.087326
ITT Technical Institute-Torrance,20050 S. Vermont Ave,Torrance,CA,90502,Los Angeles,33.848938,-118.289206
Prism Career Institute-West Atlantic City,8025 Black Horse Pike Bayport One Suite 250,West  Atlantic City,NJ,08232,Atlantic,39.377288,-74.493112
Artistic Academy of Hair Design,"301 Gibraltar Drive, Suite 1-A",Morris Plains,NJ,07950,Morris,40.855589,-74.486405
Pacific College of Oriental Medicine LLC-San Diego,7445 Mission Valley Rd Ste 105,San Diego,CA,92108,San Diego,32.778391,-117.16073
Everest Institute-Marietta,"1600 Terrell Mill Road, Suite G",Marietta,GA,30067,Cobb,33.913158,-84.481765
Mech-Tech College LLC,Num 39-40 B St W Industrial Pk,Caguas,PR,00725,Caguas,18.237102,-66.053276
Kaplan University-Des Moines Campus,4655 121st Street,Urbandale,IA,50323,Polk,41.64516,-93.779589
Artistic Nails and Beauty Academy,4951-A Adamo Drive,Tampa,FL,33605,Hillsborough,27.951358,-82.403486
Baldwin Beauty School-North Austin,"8440 Burnet Rd., Ste 140",Austin,TX,78757,Travis,30.365682,-97.729196
Hair Arts Academy,1681 N. College Ave,Bloomington,IN,47404,Monroe,39.175642,-86.533802
Moberly Area Technical Center,1623 Gratz Brown,Moberly,MO,65270,Randolph,39.402899,-92.420758
Pinnacle Career Institute-Lawrence,"1601 W 23rd Street, Suite 200",Lawrence,KS,66046,Douglas,38.94165,-95.254988
Praxis Institute,1850 SW 8th St 4th Fl,Miami,FL,33135,Miami-Dade,25.765409,-80.225612
Madison Oneida BOCES - Practical Nursing Program,4937 Spring Rd,Verona,NY,13478,Oneida,43.14082,-75.56033
American College of Traditional Chinese Medicine,455 Arkansas St,San Francisco,CA,94107,San Francisco,37.760533,-122.398028
Interactive College of Technology-Newport,76 Carothers Road,Newport,KY,41071,Boone,39.018606,-84.640652
Remington College-Houston Campus,3110 Hayes Road Suite 380,Houston,TX,77082,Harris,29.729852,-95.576432
San Juan Bautista School of Medicine,Carretera 172  Urb. Turabo Gardens,Caguas,PR,00725,Caguas,18.220528,-66.050389
Provo College-Provo,1450 W 820 N,Provo,UT,84601,Utah,40.245294,-111.68431
Career Technical College-Monroe,2319 Louisville Ave,Monroe,LA,71201,Ouachita,32.524328,-92.10098
Paul Mitchell the School-Provo,480 N 900 E,Provo,UT,84606,Utah,40.24048,-111.642161
Texas College of Traditional Chinese Medicine,4005 Manchaca Rd,Austin,TX,78704,Travis,30.233148,-97.785296
Empire Beauty School-Lowell,231 Central St,Lowell,MA,01852,Middlesex,42.642426,-71.308847
Carver Career Center,4799 Midland Dr,Charleston,WV,25306,Kanawha,38.289708,-81.562988
Ross Medical Education Center-Taylor,22311 Eureka Road,Taylor,MI,48180,Wayne,42.362022,-83.276416
New Hampshire Institute of Art,148 Concord St,Manchester,NH,03104,Hillsborough,42.992891,-71.458985
McNally Smith College of Music,19 Exchange Street East,Saint Paul,MN,55101,Ramsey,44.949678,-93.097556
StenoTech Career Institute-Fairfield,20 Just Rd,Fairfield,NJ,07004,Essex,40.875747,-74.288099
Allied Health Careers,5424 Hwy 290 W Ste 105,Austin,TX,78735,Travis,30.237691,-97.839328
Cayuga Onondaga BOCES-Practical Nursing Program,1879 West Genesee Street Rd,Auburn,NY,13021,Cayuga,42.917744,-76.616897
Le Cordon Bleu Institute of Culinary Arts-Pittsburgh,717 Liberty Avenue,Pittsburgh,PA,15222,Allegheny,40.442697,-79.999686
Clearfield County Career and Technology Center,1620 River Road,Clearfield,PA,16830,Clearfield,41.030572,-78.418679
New Castle School of Beauty Culture,314 E Washington St,New Castle,PA,16101,Lawrence,40.999293,-80.34192
NorthWest Arkansas Community College,One College Drive,Bentonville,AR,72712,Benton,36.357704,-94.17289
"Colegio de Cinematograf?a, Artes y Television",Dr. Veve #51 Esq. Degetau,Bayamon,PR,00961,BayamÃ³n,18.403009,-66.150412
Hodges University,2655 Northbrooke Drive,Naples,FL,34119,Collier,26.277222,-81.741241
Delaware County Technical School-Practical Nursing Program,85 North Malin Road,Broomall,PA,19008,Delaware,39.892818,-75.281305
Everest College-Torrance,1231 Cabrillo Ave Ste 201,Torrance,CA,90501,Los Angeles,33.835712,-118.315267
The Institute for Health Education,"600 Pavonia Avenue, 1st floor",Jersey City,NJ,07306,Hudson,40.732959,-74.060314
Everest University-Lakeland,995 E Memorial Blvd Suite110,Lakeland,FL,33801,Polk,28.052908,-81.945888
Mid-Del Technology Center,1621 Maple Dr,Midwest City,OK,73110,Oklahoma,35.455237,-97.402578
Argosy University-Atlanta,"980 Hammond Drive, Building 2, Suite 100",Atlanta,GA,30328,Fulton,33.920309,-84.355456
BIR Training Center,3601 W Devon Ste 210,Chicago,IL,60659,Cook,41.997066,-87.719326
New York Institute of Massage Inc,4701 Transit Rd,Williamsville,NY,14221,Erie,42.976035,-78.695815
Capital Area School of Practical Nursing,2201 Toronto Rd,Springfield,IL,62712,Sangamon,39.718311,-89.626262
Hair Professionals Career College,10321 S Roberts Rd,Palos Hills,IL,60465,Cook,41.701408,-87.816606
Dutchess BOCES-School of Practical Nursing,5 BOCES Road,Poughkeepsie,NY,12601,Dutchess,41.742609,-73.866586
Hannibal Career and Technical Center,4550 McMasters Ave,Hannibal,MO,63401,Marion,39.72386,-91.390004
Southwest Technology Center,711 W. Tamarack,Altus,OK,73521,Jackson,34.668194,-99.341161
Escuela Tecnica de Electricidad,Villa Street #190,Ponce,PR,00730,Ponce,18.010437,-66.620173
Seguin Beauty School-New Braunfels,214 W San Antonio Street,New Braunfels,TX,78130,Comal,29.701875,-98.12595
Institute of Technology Inc,564  W Herndon,Clovis,CA,93612,Fresno,36.83679,-119.723249
ITT Technical Institute-Norfolk,"863 Glenrock Rd, Ste 100",Norfolk,VA,23502,Norfolk,36.851649,-76.202593
Genesee Valley BOCES-Practical Nursing Program,Adult Education Office  8250 State St Rd,Batavia,NY,14020,Genesee,43.014665,-78.182909
Pima Medical Institute-Seattle,9709 Third Ave NE Suite 400,Seattle,WA,98115,King,47.699144,-122.326844
Los Angeles ORT College-Los Angeles Campus,6435 Wilshire Boulevard,Los Angeles,CA,90048,Los Angeles,34.064181,-118.369564
Martinez Adult Education,600 F St,Martinez,CA,94553,Contra Costa,38.000559,-122.130856
Everest College-West Los Angeles,3000 S Robertson Blvd #300,Los Angeles,CA,90034,Los Angeles,34.032458,-118.389485
Thanh Le College School of Cosmetology,12875 chapman ave,Garden Grove,CA,92840,Orange,33.789713,-117.908306
Southeastern Technical College,3001 E First St,Vidalia,GA,30474,Toombs,32.20393,-82.365827
ITT Technical Institute-Albuquerque,5100 Masthead N.E.,Albuquerque,NM,87109,Bernalillo,35.163905,-106.59022
Community Services Division-Alliance City,530 North Lincoln Ave,Alliance,OH,44601,Stark,40.926732,-81.112195
"Universal Technical Institute-Auto, Motorcycle, & Marine Mechanics Institute Division-Orlando",9751 Delegates Dr,Orlando,FL,32837,Orange,28.424285,-81.409713
Bryan University,4255 Nature Center Way,Springfield,MO,65804,Greene,37.208509,-93.277853
Oregon College of Oriental Medicine,75 NW Couch,Portland,OR,97209,Multnomah,45.524121,-122.671099
Central Pennsylvania Institute of Science and Technology,540 N Harrison Rd,Pleasant Gap,PA,16823,Centre,40.882223,-77.740423
Hamilton Fulton Montgomery BOCES-Practical Nursing Program,2755 State Highway 67,Johnstown,NY,12095,Montgomery,42.984198,-74.298686
Northwest Educational Center,2910 Antoine B-100,Houston,TX,77092,Harris,29.814255,-95.473166
The Colorado Center for Medical Laboratory Science,1719 E 19th Ave,Denver,CO,80218,Denver,39.746542,-104.967732
Sebring Career Schools-Houston,6672 Hwy 06 S,Houston,TX,77083,Harris,29.704744,-95.645773
Fortis College,560 Wells Road,Orange Park,FL,32073,Clay,30.185557,-81.706378
Henrico County-Saint Marys Hospital School of Practical Nursing,7850 Carousel Lane,Henrico,VA,23294,Henrico,37.544098,-77.32685
International Beauty College 3,1225 Beltline Rd Ste 7,Garland,TX,75040,Dallas,32.94581,-96.645646
Northeastern Seminary,2265 Westside Dr,Rochester,NY,14624,Monroe,43.12625,-77.797762
Dewey University,427 Barbosa Ave. Third Floor,Hato Rey,PR,00910,San Juan,18.416771,-66.042607
Bryan College-Gold River,2317 Gold Meadow Way,Gold River,CA,95670,Sacramento,38.623627,-121.262813
Massachusetts General Hospital Dietetic Internship,Fruit St,Boston,MA,02114,Suffolk,42.362612,-71.068939
Omega Institute of Cosmetology,229 South Hollywood Rd Suite B,Houma,LA,70360,Terrebonne,29.602712,-90.752356
Pacific Islands University,172 Kinney's Road,Mangilao,GU,96913,Guam,13.43689,144.803368
PCI College,17215 Studebaker Rd #310,Cerritos,CA,90703,Los Angeles,33.87475,-118.100169
Rosedale Bible College,2270 Rosedale Rd,Irwin,OH,43029,Madison,40.077785,-83.455515
St Francis Career College,"3680 E. Imperial Highway, 5th Floor",Lynwood,CA,90262,Los Angeles,33.931919,-118.201182
Seattle Institute of Oriental Medicine,444 NE Ravenna Blvd-Ste 101,Seattle,WA,98115,King,47.67599,-122.317712
Shawnee Beauty College,410 E Main St,Shawnee,OK,74801,Pottawatomie,35.32765,-96.918058
Acupuncture and Massage College,10506 N Kendall Drive,Miami,FL,33176,Miami-Dade,25.68625,-80.3645
ITT Technical Institute-Everett,"1615 75th Street Sw, Suite 220",Everett,WA,98203,Snohomish,47.930836,-122.256441
Southeastern School of Cosmetology,"849 Dennison Ave. SW, Suite 101",Birmingham,AL,35211,Jefferson,33.479409,-86.841154
Cosmetology Schools Inc,1684 Cimmaron Plz,Stillwater,OK,74075,Payne,36.133143,-97.04019
ITT Technical Institute-Bessemer,6270 Park South Drive,Bessemer,AL,35022,Jefferson,33.339221,-86.915855
ITT Technical Institute-Orland Park,11551 184th Place,Orland Park,IL,60467,Will,41.55342,-87.899751
Johnson & Wales University-North Miami,1701 NE 127th St,North Miami,FL,33181,Miami-Dade,25.894337,-80.164797
ITT Technical Institute-Pittsburgh,Ten Parkway Ctr,Pittsburgh,PA,15220,Allegheny,40.424016,-80.039888
Honors Beauty College,9725 Crosspoint Commons,Indianapolis,IN,46256,Hamilton,39.928723,-86.03113
Trine University-Regional/Non-Traditional Campuses,9910 Dupont Circle Drive East,Fort Wayne,IN,46825,Allen,41.176826,-85.108364
Pennsylvania Highlands Community College,101 Community College Way,Johnstown,PA,15904,Cambria,40.26408,-78.837175
Phillips Theological Seminary,901 N Mingo Rd,Tulsa,OK,74116,Tulsa,36.167983,-95.868146
Empire Beauty School-Hanover,"Clearview Shp Ctr., 1000 Carlisle St",Hanover,PA,17331,York,39.816991,-76.995039
University of Phoenix-Utah Campus,5373 S. Green Street,Salt Lake City,UT,84123,Salt Lake,40.653835,-111.904474
Faris Technical Institute Inc,1119 Kent Ave,Nederland,TX,77627,Jefferson,29.982161,-93.997457
CET-Coachella,"49-111 Highway 111, Ste. 5",Coachella,CA,92236,Riverside,33.692248,-116.185875
CET-Oxnard,761 South C St,Oxnard,CA,93030,Ventura,34.194208,-119.18145
CET-Santa Maria,509 W Morrison Ave,Santa Maria,CA,93458,Santa Barbara,34.943576,-120.441978
CET-Rancho Temecula,27941 Jefferson Avenue,Temecula,CA,92590,Riverside,33.51193,-117.168919
Colorado School of Traditional Chinese Medicine,1441 York St Ste 302,Denver,CO,80206,Denver,39.739437,-104.960118
Massage Therapy Institute of Colorado,1441 York St Ste 301,Denver,CO,80206,Denver,39.739431,-104.96003
Ogle School Hair Skin Nails-Dallas,"6333 East Mockingbird Lane, Suite 201",Dallas,TX,75214,Dallas,32.836838,-96.754701
Phoenix Seminary,4222 E Thomas Rd Ste 400,Phoenix,AZ,85018,Maricopa,33.480824,-111.990883
Faust Institute of Cosmetology-Spirit Lake,1543 18th Street,Spirit Lake,IA,51360,Dickinson,43.421795,-95.113457
Seattle Vocational Institute,2120 S Jackson,Seattle,WA,98144,King,47.59971,-122.303787
Remington College-Colorado Springs Campus,6050 Erin Park Drive,Colorado Springs,CO,80918,El Paso,38.919266,-104.787967
Fairview Beauty Academy,22610 Lorain Rd,Fairview Park,OH,44126,Cuyahoga,41.4393,-81.870592
Inner State Beauty School,5150 Mayfield Road,Lyndhurst,OH,44124,Cuyahoga,41.519527,-81.494178
Virginia College-Pensacola,19 W Garden St,Pensacola,FL,32502,Escambia,30.412452,-87.216018
Adult Center for Education,400 Richards Rd,Zanesville,OH,43701,Muskingum,39.937192,-81.976056
Everest University-South Orlando,9200 Soutpark Center Loop,Orlando,FL,32819,Orange,28.434702,-81.426942
Polaris Career Center,7285 Old Oak Blvd,Middleburg Heights,OH,44130,Cuyahoga,41.3644,-81.832474
P&A Scholars Beauty School,12001 Grandriver Avenue,Detroit,MI,48204,Wayne,42.376091,-83.157878
Four-D College,1020 East Washington Street,Colton,CA,92324,San Bernardino,34.047346,-117.311699
Allen School-Jamaica,163-18 Jamaica Avenue,Jamaica,NY,11432,Queens,40.704694,-73.796295
Rensselaer BOCES-School of Practical Nursing,35 Colleen Road,Troy,NY,12180,Rensselaer,42.702142,-73.673181
ASM Beauty World Academy,6423 Stirling Road,Davie,FL,33314,Broward,26.046987,-80.232263
The Salter School-Tewksbury Campus,515 Woburn Street,Tewksbury,MA,01876,Middlesex,42.611476,-71.286844
Sanford-Brown College-Collinsville,1101 Eastport Plaza Drive,Collinsville,IL,62234,Madison,38.676017,-90.022606
Tennessee Academy of Cosmetology LLC-Stage Road,"7041 Stage Road, Suite 101",Memphis,TN,38133,Shelby,35.204104,-89.828905
University of Phoenix-Las Vegas Campus,7455 W Washington Ave,Las Vegas,NV,89128,Clark,36.179215,-115.25573
Carousel Beauty College-Kettering,3076 Woodman Dr,Kettering,OH,45420,Montgomery,39.701085,-84.122684
Baldwin Park Adult & Community Education,4640 Maine Ave,Baldwin Park,CA,91706,Los Angeles,34.09673,-117.959486
Sharps Academy of Hair Styling,8166 N Holly Rd,Grand Blanc,MI,48439,Genesee,42.912036,-83.624526
Bullard-Havens Technical High School,500 Palisade Avenue,Bridgeport,CT,06610,Fairfield,41.199127,-73.164171
Howell Cheney Technical High School,791 W. Middle Turnpike,Manchester,CT,06040,Hartford,41.781707,-72.561552
W F Kaynor Technical High School,43 Tompkins St,Waterbury,CT,06708,New Haven,41.575629,-73.066087
College of Health Care Professions-Northwest,240 Northwest Mall,Houston,TX,77092,Harris,29.799602,-95.454298
Platt Technical High School,600 Orange Ave,Milford,CT,06460,New Haven,41.249749,-73.046359
College of Business and Technology-Kendall,"8765 SW 165 Ave, Suite 114",Miami,FL,33193,Miami-Dade,25.685695,-80.365578
City College-Altamonte Springs,177 Montgomery Road,Altamonte Springs,FL,32714,Seminole,28.6504,-81.328039
Empire Beauty School-Dunwoody,4719 Ashford-Dunwoody Rd Suite 205,Dunwoody,GA,30338,DeKalb,33.933413,-84.335672
School of Professional Horticulture at the New York Botanical Garden,2900 Southern Blvd.,Bronx,NY,10458,Bronx,40.863936,-73.881955
Michael's School of Beauty,"1325 Augusta West Parkway, Suite C",Augusta,GA,30909,Bibb,32.849697,-83.62566
Cobb Beauty College Inc,3096 Cherokee St,Kennesaw,GA,30144,Cobb,34.029017,-84.608808
Beck Area Career Center-Red Bud,6137 Beck Rd,Red Bud,IL,62278,Monroe,38.289727,-89.948787
Gretna College School of Allied Health,1415 Whitney Ave,Gretna,LA,70053,Jefferson,29.924908,-90.042539
South Central Career Center,610 E Olden,West Plains,MO,65775,Howell,36.734086,-91.844265
Saline County Career Center,900 W Vest,Marshall,MO,65340,Saline,39.115031,-93.21108
Warrensburg Area Career Center,205 S. Ridgeview Dr,Warrensburg,MO,64093,Johnson,38.760988,-93.709802
Fortis College,"6220 Westpark, Suite 180",Houston,TX,77057,Harris,29.7243,-95.493216
Nevada Regional Technical Center,2015 North West Street,Nevada,MO,64772,Vernon,37.861014,-94.363083
Cass Career Center,1600 E Elm,Harrisonville,MO,64701,Cass,38.658014,-94.335682
Applied Technology Services,12721 West Watson Road,Sunset Hills,MO,63127,St. Louis,38.778863,-90.293882
Alhambra Beauty College,200 W Main St,Alhambra,CA,91801,Los Angeles,34.093916,-118.129041
Central College of Cosmetology,"690 Missouri Avenue ,  Suite #3",Saint Robert,MO,65584,Pulaski,37.814903,-92.14396
Tennessee Academy of Cosmetology LLC-Shelby Drive,"7020 East Shelby Drive, Suite 104",Memphis,TN,38125,Shelby,35.020992,-89.828676
Durham Beauty Academy,4600 Durham Chapel Hill Blvd Ste 31,Durham,NC,27707,Durham,35.962556,-78.978992
Prism Career Institute-Philadelphia,8040 Roosevelt Boulevard,Philadelphia,PA,19152,Philadelphia,40.057804,-75.046375
Asian American International Beauty College,7871 Westminster Blvd,Westminster,CA,92683,Orange,33.759524,-117.991643
Veeb Nassau County School of Practical Nursing,899a Jerusalem Ave,Uniondale,NY,11553,Nassau,40.696368,-73.582639
Syracuse City Schools Practical Nursing Program,573 East Genesee Street,Syracuse,NY,13202,Onondaga,43.047991,-76.144277
Cattaraugus Allegany BOCES-Practical Nursing Program,1825 Windfall Rd,Olean,NY,14760,Cattaraugus,42.093196,-78.405395
Orange-Ulster BOCES-School of Practical Nursing,130 Dolson Avenue,Middletown,NY,10940,Orange,41.385641,-74.35401
Avance Beauty College,750 Beyer Way Suite B-C-D-E,San Diego,CA,92154,San Diego,32.581756,-117.062416
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing,15 Henning Rd,Saratoga Springs,NY,12866,Saratoga,43.081942,-73.754029
Albany BOCES-Adult Practical Nursing Program,900  Watervliet Shaker Rd,Albany,NY,12205,Albany,42.737195,-73.823331
Copper Mountain Community College,6162 Rotary Way,Joshua Tree,CA,92252,San Bernardino,34.140464,-116.213939
Ulster County BOCES-School of Practical Nursing,Route 9W,Port Ewen,NY,12466,Ulster,41.905936,-73.976438
Eastern Suffolk BOCES-School of Practical Nursing,201 Sunrise Hwy,Patchogue,NY,11772,Suffolk,40.781381,-72.996947
Diversified Language Institute,1670 Wilshire Blvd,Los Angeles,CA,90017,Los Angeles,34.055938,-118.272364
New York College of Health Professions,6801 Jericho Tpk,Syosset,NY,11791,Nassau,40.807605,-73.517755
Career Institute of Health & Technology,"200 Garden City Plaza, Suite 519",Garden City,NY,11530,Nassau,40.737642,-73.61652
Penta County Joint Vocational School,9301 Buck Road,Perrysburg,OH,43551,Wood,41.584263,-83.571594
Career and Technology Education Centers of Licking County,150 Price Rd,Newark,OH,43055,Licking,40.099973,-82.429175
Los Angeles Recording School,6690 Sunset Boulevard,Hollywood,CA,90028,Los Angeles,34.097734,-118.336316
Ohio Center for Broadcasting-Cincinnati,6703 Madison Road,Cincinnati,OH,45227,Hamilton,39.159459,-84.382022
Vantage Career Center,818 North Franklin Street,Van Wert,OH,45891,Van Wert,40.880213,-84.572845
